0.0337476,-0.674952,0.0628932,0.564505,0.00483204
0.0337476,-0.674952,0.0628932,0.564505,0.00483204
0.0337476,-0.674952,0.0613592,0.564505,0.00483204
0.0337476,-0.674952,0.0613592,0.564505,0.00483204
0.0337476,-0.676486,0.0613592,0.564505,0.00483204
0.0337476,-0.67802,0.0613592,0.564505,0.00483204
0.0352816,-0.67802,0.0628932,0.564505,0.00485505
0.0337476,-0.681087,0.0613592,0.564505,0.00483204
0.0337476,-0.681087,0.0628932,0.564505,0.00483204
0.0337476,-0.681087,0.0613592,0.564505,0.00483204
0.0368155,-0.682621,0.0613592,0.564505,0.00485505
0.0383495,-0.684155,0.0613592,0.564505,0.00483204
0.0383495,-0.684155,0.0613592,0.564505,0.00483204
0.0383495,-0.684155,0.0628932,0.564505,0.00483204
0.0398835,-0.685689,0.0628932,0.564505,0.00483204
0.0414175,-0.685689,0.0613592,0.564505,0.00483204
0.0414175,-0.687223,0.0613592,0.564505,0.00483204
0.0414175,-0.687223,0.0613592,0.564505,0.00483204
0.0414175,-0.687223,0.0628932,0.564505,0.00483204
0.0398835,-0.687223,0.0628932,0.564505,0.00483204
0.0337476,-0.685689,0.0613592,0.564505,0.00485505
0.0276117,-0.685689,0.0613592,0.564505,0.00485505
0.0153398,-0.684155,0.0613592,0.564505,0.00485505
0.00153398,-0.684155,0.0613592,0.564505,0.00485505
-0.0199418,-0.682621,0.0613592,0.564505,0.00485505
-0.0444854,-0.681087,0.0628932,0.564505,0.00485505
-0.0690291,-0.679554,0.0613592,0.564505,0.00485505
-0.0935728,-0.676486,0.0613592,0.564505,0.00485505
-0.119651,-0.673418,0.0613592,0.564505,0.00485505
-0.145728,-0.671884,0.0628932,0.564505,0.00485505
-0.174874,-0.67035,0.0613592,0.564505,0.00485505
-0.199418,-0.667282,0.0628932,0.564505,0.00485505
-0.225495,-0.664214,0.0613592,0.564505,0.00485505
-0.254641,-0.664214,0.0613592,0.564505,0.00485505
-0.279185,-0.66268,0.0613592,0.564505,0.00485505
-0.309864,-0.659612,0.0613592,0.564505,0.00485505
-0.334408,-0.658078,0.0613592,0.564505,0.00485505
-0.362019,-0.65501,0.0613592,0.564505,0.00485505
-0.389631,-0.653476,0.0628932,0.564505,0.00483204
-0.417243,-0.651942,0.0613592,0.564505,0.00485505
-0.447922,-0.651942,0.0613592,0.564505,0.00485505
-0.470932,-0.651942,0.0613592,0.564505,0.00485505
-0.49701,-0.651942,0.0613592,0.564505,0.00485505
-0.521553,-0.651942,0.0628932,0.564505,0.00485505
-0.546097,-0.651942,0.0613592,0.564505,0.00485505
-0.573709,-0.651942,0.0613592,0.564505,0.00485505
-0.593651,-0.651942,0.0613592,0.564505,0.00485505
-0.61666,-0.651942,0.0613592,0.564505,0.00485505
-0.641204,-0.653476,0.0613592,0.564505,0.00485505
-0.665748,-0.651942,0.0613592,0.564505,0.00485505
-0.693359,-0.651942,0.0613592,0.564505,0.00485505
-0.713301,-0.651942,0.0613592,0.564505,0.00485505
-0.739379,-0.651942,0.0613592,0.564505,0.00483204
-0.762388,-0.648874,0.0613592,0.564505,0.00485505
-0.783864,-0.645806,0.0613592,0.564505,0.00485505
-0.806874,-0.642738,0.0613592,0.564505,0.00485505
-0.823748,-0.63967,0.0613592,0.564505,0.00485505
-0.839087,-0.636602,0.0628932,0.564505,0.00485505
-0.854427,-0.635068,0.0613592,0.564505,0.00485505
-0.868233,-0.633534,0.0613592,0.564505,0.00485505
-0.878971,-0.633534,0.0613592,0.564505,0.00485505
-0.888175,-0.633534,0.0613592,0.564505,0.00485505
-0.898913,-0.633534,0.0628932,0.564505,0.00485505
-0.908117,-0.633534,0.0613592,0.564505,0.00485505
-0.918855,-0.633534,0.0613592,0.564505,0.00485505
-0.926524,-0.633534,0.0613592,0.564505,0.00485505
-0.931126,-0.633534,0.0613592,0.564505,0.00485505
-0.935728,-0.633534,0.0613592,0.564505,0.00485505
-0.935728,-0.633534,0.0613592,0.564505,0.00485505
-0.937262,-0.633534,0.0613592,0.564505,0.00485505
-0.937262,-0.632,0.0613592,0.564505,0.00485505
-0.938796,-0.632,0.0613592,0.564505,0.00485505
-0.938796,-0.630466,0.0613592,0.564505,0.00485505
-0.938796,-0.628932,0.0613592,0.558369,0.00485505
-0.938796,-0.625864,0.0613592,0.544563,0.00485505
-0.938796,-0.619728,0.0628932,0.518486,0.00485505
-0.94033,-0.615126,0.0690291,0.493942,0.00485505
-0.938796,-0.612058,0.0859029,0.457126,0.00485505
-0.937262,-0.612058,0.108913,0.414175,0.00485505
-0.937262,-0.612058,0.138058,0.368155,0.00485505
-0.935728,-0.612058,0.177942,0.305262,0.00485505
-0.931126,-0.612058,0.208621,0.256175,0.00485505
-0.926524,-0.612058,0.242369,0.193282,0.00483204
-0.918855,-0.610524,0.277651,0.133456,0.00485505
-0.909651,-0.610524,0.314466,0.0751651,0.00485505
-0.897379,-0.605922,0.355884,0.00920388,0.00485505
-0.886641,-0.602854,0.385029,-0.0352816,0.00485505
-0.871301,-0.598253,0.417243,-0.081301,0.00485505
